gender,text
0,girl shut the fuck up
1,send pic of the pizza
1,"Styles hi H! my birthday is in 10 days and your follow would be the greatest gift of all! please make it happen? all the love 140,657"
1,To your point about McCown being only guy in locker room. From Charlotte and the Panthers
1,THIS IS WHY YOU NEVER SEE ME ON THE DAILY POLITICS! bbcdp
0,This kid really does look exactly like SBu though.....the resemblance is uncanny!   GH
1,Consulter ma diffusion depuis ma PlayStation4 ! PS4live (METAL GEAR SOLID V: THE PHANTOM PAIN) live at
1,Thr r days wen u r completely bowled by some stranger's gesture..and through out the day..u r awestruck by the kindness!!
0,wen u let ur feline white girl species hit the blunt
0,"Idgaf how rich i get , you always gonna find some chicken Ramen noodles in the cabinet lls"
1,"Stacking the pots Jenga style, if they fall they don't get dried. ZFG"
1,Checked the trailer. I'll watch it.
0,Who's coming to see The Story So Far on Friday @ the castle with me and Ryan?! 
1,Dark Souls 2 Scholar of The First Sin - 6b Intending to livestream: via
0,It's the friends you can call up at 4 a.m. that matter.  Marlene Dietrich
1,PSA: If you are in the market for a new or pre owned vehicle feel free to
1,I like how the only person in the raid group so far is a DPS. lel... Is this Horde?
0,I liked a video from The Juggies Powwow -- Discipline/Perseverance
0,I've been having the most vivid dream lately...
1,Foto: Concert Bring Me The Horizon  
0,"Cus the last time i seen yu, i was acting like a fuckin weirdo"
0,"Carrie Fisher promoting ""Return of the Jedi"" at a Rolling Stone Magazine beach shoot, 1983."
0,my problem everyday for the past two weeks :-(
1,"And the final. The piece was painted from a recent sketch, the idea is for you work out, cause I have no idea   "
0,Ha. Will be nice to see us lose in the first round on tv again FACup
1,frightening thing is her saying her mates won't be registering either what's the point we have better things to do
1,Trick or Treat in the tower. Got my Oryx mask lol PS4share
1,where's the review bruh!!
1,TaxCredits - Labour motion wins! That's to require a report dealing with the IFS criticisms. Best possible outcome.
1,The 2nd Worst President of the Last Hundred Years!
0,"The more you mouth off about me, the happier I get "
1,Maybe they heard the car had a 357 engine and got all confused?
1,join the club.   I can't get it out ffs 
0,"Q5 During the holidays, ALL brands are competing for attention on social, how do you stand out? contentchat"
1,KindleUnlimited 99p The Puppet Masters by John Hughes Wilson. Gripping spy history. BYNR Ebooks
0,on the sea // beach house
0,it's not even the lyrics were bad the delivery was ass and his voice is annoying 
1,chaser012 keep up the good work! 
1,id go out in the first round every year knowing we have won it once something you will never experience
0,maybe i should just buy another one mine is for the science division but i want command and engineering ones too
0,you're the cutest 
1,Where is the software or way to use it with my Mac? We dont own a TV. :/
1,"Here's an idea, on the 1st April 2016, tax credit cuts go ahead, but minimum wage is 9.50 an hour, on same day, not fucking 4 years later"
1,I try not to ALWAYS pull the race card. Sometimes I think it isnt necessary.
1,the type of boyfriend c: baby common here i did the dinner y: great!! what is.. c: cereal
1,"Before the money there was love, but before the money it was tough"
1,Living the good life with sugar and crap shift essentials
0,Will you join in our crusade? Who will be strong and stand with me? Beyond the barriCADE IS THERE A WORLD YOU LONG TO SEE??
1,The Impudence of Rabiu Kwakwanso and his Fulani brothers - by FFK: Written by Femi Fani-Kayode...Read below..I...
0,that's literally the funniest thing 
1,bey cracked on stage first. You was mad serious till the very end.  
1,Flash+vs.+SSD:+What's+the+difference?+|+Channel+Pro
1,"Boss Steve King says a home draw in the 1str rnd of FACup is ""massive"" for . Full reaction in The Argus tomorrow"
0,Hello from the other side  
0,Im ready to engage with my 3 new followers in the past day. I know them via
0,please let me attend the future now vip party tonight i love demi and nick Z100FutureNow            x122
0,can you get two cards for the same nectar account? Thanks
0,"""If you expect the world to be fair with you because you are fair, you're only fooling yourself."""
0,Where are all the photographers in the AUC ?
1,Look what the republican presidential candidate D.T thinking about Africans
1,I wish I had the money to go to Tahoe for the first week of Winter break and do some skiing
0,4saying the truth but it is against the Zionist law in our countries.I reiterate Holocaust never happened
1,Thats not weird at all. You just have a preference. You prefer the campaign over the MP. Nothing wrong with that.
1,Name of the house we are staying in! @ Northumberland Coast
0,Lol that's not the reason stfu
0,(comes out in the second dress)
1,About to play WarZone for the 1st time Halo5 Halo5Guardians Xbox
0,"""I killed the rat!"" ""Actually there were two of them"" ""..."" JJBA"
0,Oakes Illustrious company then. Enjoy the evening.
1,Wheats shirt was the real mvp today
0,The Imitation Candy Corn Game HalloweenSchmovies
0,Wrecker what about the nightmare ladies
1,nytimes : Severe declines in many African countries threaten the lions role as king of t
1,TIDAL RAPED THE SHIT OUT OF AMERICAN OXYGEN APPLE MUSIC TOOK THE 1 AWAY FROM DRAKE BOYCOTTSTREAMINGSERVICESEXCLUSIVES
1,Ok but why does no one talk about larry sitting beside each other in the spaceship in dmd
1,"What the player base should have done is boycot the skins, which is not what happened. The player base is its own worst enemy."
1,"Thailand, Sri Lanka Set to Boost Ties with Sirisena Visit | The Diplomat"
0,I'm soooooo horrible in the kitchen.. Lol I will even burn hotdogs
1,rowling I hope it will be the case !!
1,Promotions i hear 'nandos' in the bg  
0,"I just uploaded ""The Sparrows Go Up and Down"" to the marketplace original art"
0,Carmina Burana by the FSSO this Saturday. I'm going through such FOMO.
1,"We are winning, but don't let the Obama administration's announcement last week convince you that it's over. Now..."
1,"From Marvin Miller In response to some of the concerns brought up about the hunger strikers, I gave a summary..."
0,You all are the absolute best friends ever!
0,Shantel em The Flash   
0,I co-sponsored the amendments that we will vote on tomorrow to deliver net neutrality so I will be voting for my own amendments
1,One of our new songs made 2 for 's tracks of the week - thanks for the plays!
1,Digging Deep Reveals the Intricate World of Roots iys15
1,cant believe the rbb bears have like 87k and like there only bears like wtf lol
0,"To all the people who shit talked crocs and now suddenly have a pair, rot in hell. That is all."
0,people need to stop looking for happiness at the same pleace theylost it
0,"The moment TP tickets go on sale, I'm buying them."
1,Any reasoning behind the unfollow? : ) Curious
1,Wish I could be at the SEAvLA game on Wednesday GoodPlayoffKarma
1,I'm hope all the gods not dead movies end like the first by having the plot end with a newsboys concert
0,yeah whats the writing on it?
0,Hope will have some good time tonight because she had one hell of the day     you have one job tonight  
0,"Can you help me spread the word about my app, Scope? Find out more:"
1,I'm more upset about the fact that my couples Halloween costume can't happen now lol an it was my best idea yet
0,H2HChat It is critical that the Top Leader embrace and sell social to the team
0,If you cant send an address then what the hell can you do?
1,if you look on the pic i sent you blatantly says market cap on it
0,hoobee. now in the google play store and iTunes. hoo will you bee meeting? datingapps singlelife flirt
1,taxcredits The lords are sitting down are they going to do something? Oh they are standing up for the 68th time ffs.
0,on our way to the square to scare hunger!! fansgofurther hope we get lucky!! freetix
1,Where was the pic taken?
1,0610 also didn't want to show everything we had this year that early and wanting to save Dak for the end of the year
1,"why did have to bring up the ""our people"" vibe in Tz? They must have wondered where you come from."
1,You must learn the ways of the force... ...if you're to come with me to Cradley Heath
1,"Some people just do whatever they feel like to get whatever they want, and don't even care about the people they step on in the process"
1,"""Always in my heart Styles . Yours sincerely, Louis"" Artist Of The Year AMAs"
0,again the social class issues.. Poorer women will face same issues as mid class women.. With the extra financial stuff on top
1,yep 'their' and that's the fashion now lad if u didn't no
